,txt,label
200,"['J', '&', 'K', ':', '16-year-old', 'girl', 'among', 'three', 'killed', 'in', 'Valley', 'firing', ',', 'police', 'to', 'probe']",0
201,"['FIFA', 'World', 'Cup', '2018', ':', 'Gareth', 'Southgate', '’', 's', 'England', 'show', 'maturity', 'and', 'smartness', 'in', 'confident', 'win']",0
202,"['Misconception', 'that', 'India', 'subsidises', 'exports', ':', 'Suresh', 'Prabhu']",0
203,"['Real', 'Verdict', 'Will', 'Be', 'On', 'Pak', 'Election', 'Day', ':', 'Maryam', 'Sharif', 'After', 'Conviction']",0
204,"['Punjab', ':', 'Doctors', 'warn', 'of', 'epidemic', 'if', 'drug', 'addicts', 'start', 'sharing', 'syringes', 'due', 'to', 'shortage']",0
205,"['Suspected', 'Nigerian', 'Drug', 'Peddler', 'Shoots', 'Self', 'Accidentally', 'In', 'Police', 'Raid']",0
206,"['A', 'day', 'in', 'the', 'life', 'of', 'Uttarkashi', 'govt', 'school', 'students', ':', 'The', '‘', 'durgam', '’', 'dozen']",0
207,"['European', 'peace', 'activists', 'march', 'against', 'Donald', 'Trump', '’', 's', 'NATO', 'visit']",0
208,"['Take', '5', ':', 'If', 'milk', 'is', 'being', 'provided', ',', 'give', 'us', 'sugar', 'too', ',', 'says', '11-year-old', 'Priyanka']",0
209,"['Prajapati', '‘', 'fake', '’', 'encounter', 'case', ':', 'Two', 'more', 'witnesses', 'declared', 'hostile', ',', 'count', 'rises', 'to', '85']",0
210,"['12', '.', 'The', 'real', 'story', 'behind', 'the', 'viral', 'Cheetah', 'and', 'Impala', 'photo']",1
211,"['Hosts', 'Russia', 'disappointed', 'but', 'exit', 'World', 'Cup', 'stage', 'with', 'pride']",0
212,"['Hindu', 'Woman', 'Contests', 'Election', 'In', 'Pakistan', ',', 'Creates', 'History']",0
213,"['Agartala-Deoghar', 'Express', 'Flagged', 'Off', 'To', 'Ease', 'Journey', 'Of', 'Devotees']",0
214,"['``', 'You', 'Do', ""n't"", 'Know', 'Who', 'You', ""'re"", 'Talking', 'To', ""''"", ':', 'Congress', 'Leader', 'Tells', 'Traffic', 'Cop']",0
215,"['``', 'Russia', 'Will', 'Defend', 'Its', 'Interests', 'In', 'Trade', 'War', ',', ""''"", 'Says', 'Kremlin']",0
216,"['US', 'Judge', 'Orders', 'List', 'Of', 'Children', 'Separated', 'From', 'Migrant', 'Parents']",0
217,"['``', 'Why', 'Not', 'Complying', 'With', 'Order', ""''"", ':', 'High', 'Court', 'Asks', 'West', 'Bengal', 'Government']",0
218,"['Inside', 'Qatar', ""'s"", 'Lavish', '$', '24', 'Million', 'Charm', 'Offensive', 'To', 'Win', 'Over', 'The', 'US']",0
219,"['Attorney', 'General', 'Wants', 'Retirement', 'Age', 'Of', 'Judges', 'Increased']",0
220,"['``', 'I', ""'m"", '68', 'But', 'I', 'Am', 'Fit', 'Because', '...', ""''"", ':', 'Venkaiah', 'Naidu', 'Reveals', 'Health', 'Secret']",0
221,"['Madhya', 'Pradesh', ':', 'In', 'rape', 'case', ',', 'conviction', ',', 'death', 'penalty', 'in', '46', 'days']",0
222,"['Mumbai', ':', 'Real', 'estate', 'agent', 'held', 'for', 'extortion']",0
223,"['Told', 'Captain', 'about', 'two', 'villages', 'notorious', 'for', 'drug', 'peddling', ':', 'Congress', 'MLA', 'Laddi']",0
224,"['No', 'Non-BJP', 'Front', 'Possible', 'Before', 'Election', 'Results', ',', 'Says', 'Sitaram', 'Yechury']",0
225,"['In', 'Chhattisgarh', ',', 'tribal', 'leaders', 'ask', ',', '‘', 'How', 'can', 'this', 'be', 'about', 'conversion', '?', '’']",0
226,"['As', 'India', 'Battles', 'Monsoon', 'Crisis', ',', 'Meet', 'Scientists', 'Who', 'Are', 'Making', 'It', 'Rain']",0
227,"['Goa', 'University', 'convocation', ':', 'Tenacity', ',', 'zeal', 'of', 'women', 'students', 'game-changer', 'for', 'India', ',', 'says', 'President', 'Kovind']",0
228,"['Christians', 'Are', '<', 'i', '>', ""''"", 'Angrez', ""''"", '<', '/i', '>', ',', 'Did', ""n't"", 'Help', 'In', 'Freedom', 'Struggle', ':', 'BJP', 'Lawmaker']",0
229,"['FIFA', 'World', 'Cup', '2018', ':', 'England', 'in', 'semi-finals', 'thanks', 'to', '‘', 'collective', 'spirit', '’', ',', 'says', 'Gareth', 'Southgate']",0
230,"['Indian', 'Family', 'In', 'UAE', 'Without', 'Passports', ',', 'Visa', ',', 'Say', '``', 'Living', 'Like', 'Prisoners', ""''""]",0
231,"['Justice', 'AK', 'Goel', ',', 'Who', 'Ruled', 'On', 'Dalit', 'Atrocities', 'Law', ',', 'Retires', 'From', 'Top', 'Court']",0
232,"['22', 'Kids', 'Shifted', 'From', 'Shelter', 'Home', 'Run', 'By', 'Mother', 'Teresa', 'Charity']",0
233,"['Centre', 'Should', 'Approach', 'Court', 'Over', 'Confusion', 'On', 'Services', ':', 'Arvind', 'Kejriwal']",0
234,"['Allahabad', 'High', 'Court', 'Reproaches', 'Police', 'On', 'Lucknow', 'University', 'Vandalism']",0
235,"['13', '.', 'The', 'seven-headed', 'cobra', 'viral', 'video', 'that', 'collected', 'millions', 'of', 'views']",1
236,"['4', '.', 'Verified', 'Pak', 'Handle', 'Suspended', 'For', 'Tweeting', 'Fake', 'Photo', 'of', 'Indian']",1
237,"['Hoax', 'call', 'of', 'bomb', 'threat', 'halts', 'New', 'Delhi-Howrah', 'Rajdhani']",0
238,"['Ludhiana', ':', 'Two', 'senior', 'Congress', 'leaders', 'clash']",0
239,"['Mumbai', ':', 'Crackdown', 'on', 'bill', 'defaulters', ',', '9', 'lakh', 'consumers', 'may', 'lose', 'power', 'connections']",0
240,"['Policeman', ',', 'On', 'Leave', ',', 'Kidnapped', 'And', 'Killed', 'By', 'Terrorists', 'In', 'Kashmir']",0
241,"['Vijay', 'Mallya', ""'s"", 'Properties', 'Ca', ""n't"", 'Be', 'Seized', 'Under', 'Current', 'Order', ':', 'UK', 'Lawyer']",0
242,"['AIADMK', 'Says', 'It', 'Favours', 'Proposal', 'For', 'Simultaneous', 'Polls', ',', 'But', 'After', '2021']",0
243,"['The', 'Rise', 'And', 'Fall', 'Of', 'Nawaz', 'Sharif', ',', 'Pakistan', ""'s"", 'Three-Time', 'Leader', ':', 'Timeline']",0
244,"['Thane', ':', 'AK-56', 'rifle', 'seized', 'from', 'Dawood', 'gang', 'member', '’', 's', 'house', ',', 'wife', 'arrested']",0
245,"['Shiv', 'Sena', 'Attacks', 'BJP', 'Over', 'Water-Logging', 'In', 'Nagpur', 'After', 'Heavy', 'Rains']",0
246,"['Governor', 'Seeks', 'Report', 'On', 'Twitter', 'Complaints', 'About', 'Mehbooba', 'Mufti', ""'s"", 'Party']",0
247,"['UK', 'Launches', 'New', 'Visas', 'Open', 'To', 'Indian', 'Scientists', ',', 'Academics']",0
248,"['Back', 'to', 'old', 'times', '?']",0
249,"['Black', 'comedy', 'on', 'low-cost', ',', 'life-saving', 'Indian', 'drugs', 'is', 'a', 'surprise', 'hit', 'in', 'China']",0
250,"['``', 'Try', 'To', 'Run', 'House', 'Like', 'A', 'Mother', ',', ""''"", 'Says', 'Lok', 'Sabha', 'Speaker', 'Sumitra', 'Mahajan']",0
251,"['7', '.', 'The', 'fake', 'Hurricane', 'Irma', 'video', 'that', 'sent', 'shock', 'waves', 'on', 'social', 'media']",1
252,"['Land', 'compensation', 'due', 'for', 'three', 'decades', ',', 'court', 'attaches', 'Gujarat', 'govt', '’', 's', 'cars', ',', 'furniture']",0
253,"['1', 'Dead', ',', 'Over', '100', 'Rescued', 'From', 'Chinchoti', 'Waterfall', 'After', 'Rains', 'Lash', 'Mumbai']",0
254,"['``', 'I', ""'m"", 'Cementing', 'Force', ',', 'Will', 'Keep', 'Bihar', 'Coalition', 'Intact', ""''"", ':', 'Ram', 'Vilas', 'Paswan']",0
255,"['``', 'Do', ""n't"", 'Approve', ""''"", ':', 'Yashwant', 'Sinha', 'Slams', 'Son', 'Jayant', 'For', 'Garlanding', 'Convicts']",0
256,"['Vijay', 'Mallya', 'Rejects', 'Reports', 'That', 'He', 'Is', 'Selling', 'Force', 'India']",0
257,"['Body', 'Of', 'Fourth', 'Boy', 'Who', 'Drowned', 'At', 'Mumbai', ""'s"", 'Juhu', 'Beach', 'Found']",0
258,"['Belgum', 'boss', 'Robert', 'Martinez', '’', 's', 'tactical', 'genius', ':', 'Romelu', 'Lukaku', 'on', 'right', ',', 'using', 'unexpected', 'system']",0
259,"['Theresa', 'May', ':', 'European', 'Union', 'citizens', 'might', 'get', 'preferred', 'treatment', 'post-Brexit']",0
260,"['UK', 'Police', 'Hunt', 'Object', 'That', 'Poisoned', 'Couple', 'With', 'Nerve', 'Agent']",0
261,"['Shiv', 'Sena', 'suggests', '5', 'food', 'items', 'to', 'KFC', 'for', 'Navratri']",1
262,"['1,225', 'Stranded', 'Kailash', 'Mansarovar', 'Pilgrims', 'rescued', 'from', 'Nepal', ""'s"", 'Simikot']",0
263,"['Seeded', '11th', ',', 'Angelique', 'Kerber', 'becomes', 'standard', 'bearer', 'in', 'top', 'half', 'of', 'Wimbledon', 'draw']",0
264,"['Follow', 'Us', 'On', ':']",1
265,"['6-Year-Old', 'Kidnapped', 'While', 'Sleeping', ',', 'Raped', 'By', 'Rickshaw', 'Puller', 'In', 'UP']",0
266,"['How', 'A', 'Security', 'Personnel', 'Saved', 'Life', 'Of', 'US', 'Passenger', 'At', 'Delhi', 'Airport']",0
267,"['Mob', 'Throws', 'Murder', 'Accused', ',', 'Policeman', 'From', 'Terrace', 'In', 'Nalanda']",0
268,"['Police', 'Access', 'Call', 'Details', 'Of', 'Delhi', 'Family', 'Found', 'Hanging']",0
269,"['FIFA', 'World', 'Cup', '2018', ',', 'Russia', 'vs', 'Croatia', ':', 'Denis', 'Cheryshev', 'scores', 'a', 'screamer', 'out', 'of', 'nowhere', ',', 'watch', 'video']",0
270,"['8', 'celebrity', 'pairs', 'who', 'can', 'open', 'each', 'other', ""'s"", 'iPhone', 'using', 'face', 'recognition']",1
271,"['Not', 'Just', 'Space', ',', 'ISRO', 'Will', 'Now', 'Help', 'Map', 'Crime', 'In', 'UP']",0
272,"['11', '.', 'When', 'fake', 'Rs', '200', 'notes', 'went', 'viral', 'on', 'social', 'media']",1
273,"['Indian-Origin', 'Woman', 'Singapore', 'Jailed', 'For', 'Role', 'In', 'US', 'Navy', 'Corruption', 'Cases']",0
274,"['``', 'Status', 'Quo', 'Is', 'Not', 'The', 'Answer', ""''"", ':', 'Sushma', 'Swaraj', 'Tells', 'Delhi', 'Passport', 'Office']",0
275,"['Woman', 'Sets', 'Herself', 'On', 'Fire', ';', 'Family', 'Says', 'She', 'Was', 'Possessed', 'By', 'Evil', 'Spirit']",0
276,"['``', 'To', 'All', 'The', 'Parents', '...', ""''"", ':', 'Thai', 'Coach', ""'s"", 'Handwritten', 'Note', 'From', 'Cave']",0
277,"['Donald', 'Trump', 'To', 'Avoid', 'London', 'Protests', 'With', 'Tour', 'Of', 'English', 'Country', 'Homes']",0
278,"['Mumbai', 'Civic', 'Body', 'Stops', 'Water', 'Supply', 'To', 'Club', 'Over', 'Rs', '221-Crore', 'Dues']",0
279,"['Will', 'Challenge', 'Panel', 'Recommendation', 'Upholding', 'Rustication', ':', 'Umar', 'Khalid']",0
280,"['Congress', 'leaders', 'out', 'on', 'bail', ',', 'people', 'are', 'calling', 'party', 'bail-gaadi', ':', 'PM', 'Modi']",0
281,"['Wimbledon', '2018', ':', 'Simona', 'Halep', 'blames', '‘', 'unprofessional', '’', 'performance', 'for', 'exit']",0
282,"['Telangana', 'Lawmaker', 'Accused', 'Of', 'Sexual', 'Harassment', 'In', 'Complaint', 'Sent', 'To', 'PM']",0
283,"['To', 'Buy', 'Liquor', ',', 'Madhya', 'Pradesh', 'Man', 'Kills', 'Daughter', ',', 'Shoots', 'At', 'Wife']",0
284,"['Who', 'should', 'be', 'India', ""'s"", 'next', 'defence', 'minister', '?', 'Here', 'are', 'top', '5', 'options']",1
285,"['10', '.', 'Those', 'Weren', '’', 't', 'Indian', 'Muslims', 'Celebrating', 'Pak', '’', 's', 'Win', 'in', 'Viral', 'Video']",1
286,"['25-yr-old', 'woman', 'commits', 'suicide', 'at', 'Noida', 'mall']",0
287,"['Twitter', 'Is', 'Sweeping', 'Out', 'Fake', 'Accounts', 'Like', 'Never', 'Before']",0
288,"['No', 'Record', 'Of', '280', 'Births', 'At', 'Missionaries', 'of', 'Charity', ""'s"", 'Ranchi', 'Facility']",0
289,"['Delhi', ':', 'Two', 'held', 'for', 'sexually', 'assaulting', 'minor', 'boy']",0
290,"['After', 'A', 'Passenger', ""'s"", 'Tweet', ',', '26', 'Minor', 'Girls', 'Rescued', 'From', 'Train', 'In', 'UP']",0
291,"['Man', 'acquitted', 'of', 'murder', 'for', 'second', 'time', 'on', 'ground', 'of', 'unsound', 'mind']",0
292,"['Minister', 'Jayant', 'Sinha', 'Garlands', '8', 'Men', 'Who', 'Killed', 'Meat', 'Trader', 'In', 'Jharkhand']",0
293,"['5.9-Magnitude', 'Earthquake', 'Felt', 'In', 'Tokyo', ',', 'No', 'Tsunami', 'Warning']",0
294,"['Woman', '<', 'i', '>', ""'Tantrik"", ""'"", '<', '/i', '>', 'Geeta', 'Maa', 'Questioned', 'In', 'Delhi', ""'s"", 'Burari', 'Deaths']",0
295,"['Sunanda', 'Pushkar', 'case', ':', 'Cops', 'tell', 'court', 'Subramanian', 'Swamy', '’', 's', 'plea', '‘', 'not', 'maintainable', '’']",0
296,"['UN', 'View', 'On', 'The', 'European', 'Migrant', 'Crisis', '?', 'There', 'Is', ""n't"", 'One']",0
297,"['TMC', ',', 'Left', ',', 'NDA', '’', 's', 'Goa', 'ally', 'oppose', 'Lok', 'Sabha', ',', 'state', 'polls', 'together']",0
298,"['Not', 'informed', 'of', 'Delhi', 'shootout', ':', 'Note', 'from', 'L-G', 'office', 'to', 'police', 'chief']",0
299,"['10', 'interesting', 'facts', 'that', 'you', 'didn', '’', 't', 'know', 'about', 'Durex', 'Jeans']",1
300,"['Brazil', 'vs', 'Belgium', ',', 'World', 'Cup', '2018', ':', 'Brazil', 'out', ',', 'but', 'not', 'down']",0
301,"['8', '.', 'Col', 'DK', 'Rai', '’', 's', '2008', 'Photo', 'Being', 'Used', 'to', 'Spread', 'Propaganda', ',', 'Again']",1
302,"['At', 'Slain', 'Policeman', ""'s"", 'Funeral', 'In', 'Jammu', 'And', 'Kashmir', ',', 'Scores', 'Pay', 'Homage']",0
303,"['‘', 'Even', 'Gandhari', 'had', '101', 'children', '’']",0
304,"['AAP', 'says', 'free', 'to', 'reject', 'L-G', 'panel', 'on', 'CCTVs']",0
305,"['9', '.', 'Fake', 'News', '!', 'Photo', 'of', 'Activist', 'Wrongly', 'Used', 'as', 'a', '‘', 'Rohingya', 'Criminal', '’']",1
306,"['Juhu', 'drowning', ':', 'Body', 'of', 'fourth', 'boy', 'found', 'after', '36', 'hours']",0
307,"['7', 'Suspected', 'Al-Qaeda', 'Fighters', 'Killed', 'In', 'Yemen', 'Drone', 'Strike']",0
308,"['Dhule', 'Mob', 'Had', 'Threatened', 'To', 'Set', 'Ablaze', 'Cops', ',', 'Their', 'Vehicle', ':', 'Officials']",0
309,"['Proposed', 'Chennai-Salem', 'Highway', 'On', 'Shaky', 'Ground', 'As', 'Protests', 'Rise']",0
310,"['``', 'MSP', 'Increase', 'Band-Aid', 'To', 'Massive', 'Hemorrhage', ""''"", ':', 'Rahul', 'Gandhi', ""'s"", 'Dig', 'At', 'PM']",0
311,"['IPL', 'to', 'add', 'a', 'new', 'team', 'for', 'Uttar', 'Pradesh', '-', 'check', 'out', 'the', '6', 'possible', 'names']",1
312,"['3', '.', 'South', 'Africa', 'president', 'Jacob', 'Zuma', '’', 's', '‘', 'in', 'the', 'beginning', '’', 'video']",1
313,"['Rajasthan', 'Woman', 'Allegedly', 'Burnt', 'Alive', 'By', 'Husband', 'And', 'Father-In-Law']",0
314,"['Punjab', ':', 'New', 'Moga', 'SSP', 'out', 'after', '10-day', 'stint', ',', 'look-out', 'notice', 'against', 'his', 'predecessor']",0
315,"['US', 'Using', 'DNA', 'Testing', 'In', 'Effort', 'To', 'Reunite', 'Families', 'It', 'Separated']",0
316,"['US', 'Man', 'Calls', 'Police', 'On', 'Black', 'Woman', 'At', 'Pool', ',', 'Gets', 'Sacked']",0
317,"['Arvind', 'Kejriwal', 'rules', 'out', 'legal', 'action', 'for', 'time', 'being', ',', 'says', 'L-G', 'and', 'MHA', 'are', 'confused']",0
318,"['4', '.', 'The', 'claim', 'that', 'Swami', 'Vivekananda', '’', 's', 'statue', 'was', 'beheaded', 'by', 'Muslims']",1
319,"['US', 'Job', 'Growth', 'Strong', 'But', 'Unemployment', 'Rate', 'Rises', 'To', '4', 'Per', 'Cent']",0
320,"['First', 'list', 'for', 'entrance-based', 'courses', 'on', 'July', '12', ':', 'Delhi', 'University']",0
321,"['Police', 'Say', 'Burari', 'Family', ""'s"", 'Lalit', 'Was', 'Interested', 'In', 'Ghosts', 'And', 'Spirits']",0
322,"['By', 'The', 'Book', ':', 'The', 'Beautiful', 'Game']",0
323,"['``', 'Love', 'To', 'Mum', ',', 'Dad', '...', ""''"", ':', 'From', 'Boys', 'Trapped', 'In', 'Thai', 'Cave', ',', 'Letters', 'Of', 'Hope']",0
324,"['Common', 'Cause', ':', 'Film', 'enthusiasts', 'come', 'together', 'to', 'make', 'short', 'films', 'using', 'smartphones']",0
325,"['7', '.', 'Debunked', ':', 'CJ', 'Post', 'Spews', 'Vile', 'Propaganda', 'Using', 'Caste', '&', 'Indian', 'Army']",1
326,"['7', 'facts', 'about', 'GST', 'that', 'you', 'should', 'know']",1
327,"['PM', 'Narendra', 'Modi', 'to', 'address', 'rally', 'in', 'West', 'Bengal', 'on', 'July', '16']",0
328,"['``', 'Floating', 'Bodies', 'Drifting', 'In', 'The', 'Sea', ""''"", ':', 'Thai', 'Boat', 'Tragedy', 'Leaves', '37', 'Dead']",0
329,"['``', 'We', 'Were', 'Shot', 'At', ""''"", ',', 'Says', 'Army', 'After', '3', 'Killed', 'In', 'Firing', 'In', 'Kashmir', ""'s"", 'Kulgam']",0
330,"['As', 'China', 'Tariff', 'War', 'Escalates', ',', 'US', 'Oil', 'Sellers', 'May', 'Look', 'To', 'India']",0
331,"['Hardik', 'Patel', ',', 'Jignesh', 'Mevani', 'Charged', 'Over', ""'Raid"", ""'"", 'At', 'Woman', ""'s"", 'House']",0
332,"['``', 'Gross', 'Misconduct', ""''"", ':', 'Scotland', 'Yard', ""'s"", 'Indian-Origin', 'Officer', 'Gets', 'Notice']",0
